date,nav,scheme_code,scheme_name,fund_house
2013-12-09,32.8598,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-12-10,32.8561,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-12-11,32.8339,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-12-12,32.8431,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-12-13,32.807,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-12-16,32.8574,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-12-17,32.834,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-12-18,32.9813,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-12-19,33.0031,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-12-20,33.0843,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-12-21,33.09,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-12-23,33.1548,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-12-24,33.1496,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-12-26,33.1844,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-12-27,33.2216,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-12-30,33.2426,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-12-31,33.267,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-01,33.2578,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-02,33.2215,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-03,33.2596,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-06,33.1183,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-07,33.1179,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-08,33.1048,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-09,33.1135,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-10,33.1133,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-13,33.1891,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-14,33.185,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-15,33.2341,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-16,33.2535,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-17,33.1938,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-20,33.2606,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-21,33.2731,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-22,33.271,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-23,33.2825,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-24,33.2323,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-27,33.1357,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-28,33.0627,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-29,33.059,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-30,32.9481,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-01-31,33.0176,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2014-02-03,33.0118,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
